incident_id,date,state,lga,incident_type,kidnapped,killed,perpetrator,region,source
894,10/9/2023,Kebbi,Yauri,Terror Attack,56,23,ISWAP,North West,Simulated (patterned on media reports)
360,2/20/2024,Borno,Maiduguri,Kidnapping,134,18,ISWAP,North East,Simulated (patterned on media reports)
586,12/3/2022,Kaduna,Zaria,Bandit Attack,73,7,ISWAP,North West,Simulated (patterned on media reports)
656,7/25/2024,Zamfara,Anka,Kidnapping,16,19,Boko Haram,North West,Simulated (patterned on media reports)
660,7/17/2025,Zamfara,Shinkafi,School Abduction,77,23,Unknown Gunmen,North West,Simulated (patterned on media reports)
213,4/19/2025,Katsina,Funtua,Kidnapping,145,13,ISWAP,North West,Simulated (patterned on media reports)
829,8/27/2020,Yobe,Geidam,Kidnapping,61,7,Boko Haram,North East,Simulated (patterned on media reports)
80,6/15/2021,FCT,Gwagwalada,School Abduction,99,24,Unknown Gunmen,North Central,Simulated (patterned on media reports)
149,1/21/2020,Abia,Ohafia,Kidnapping,6,0,Criminal Syndicate,South East,Simulated (patterned on media reports)
260,2/19/2020,Sokoto,Isa,School Abduction,83,13,Boko Haram,North West,Simulated (patterned on media reports)
595,2/6/2021,Zamfara,Bungudu,Terror Attack,56,23,Boko Haram,North West,Simulated (patterned on media reports)
843,8/15/2021,Sokoto,Illela,School Abduction,25,6,Unknown Gunmen,North West,Simulated (patterned on media reports)
383,1/16/2021,Kano,Fagge,Bandit Attack,72,15,ISWAP,North West,Simulated (patterned on media reports)
484,2/7/2020,Zamfara,Bungudu,Bandit Attack,24,39,Unknown Gunmen,North West,Simulated (patterned on media reports)
134,12/9/2022,Yobe,Nguru,School Abduction,79,10,Armed Bandits,North East,Simulated (patterned on media reports)
469,12/31/2020,Borno,Bama,Bandit Attack,36,25,Armed Bandits,North East,Simulated (patterned on media reports)
549,5/29/2025,Imo,Ideato North,Kidnapping,6,2,Unknown Gunmen,South East,Simulated (patterned on media reports)
507,4/6/2023,Kano,Nassarawa,Terror Attack,76,20,Unknown Gunmen,North West,Simulated (patterned on media reports)
654,10/13/2020,Kogi,Anyigba,Bandit Attack,16,18,Armed Bandits,North Central,Simulated (patterned on media reports)
639,7/30/2021,Yobe,Damaturu,Terror Attack,40,12,Boko Haram,North East,Simulated (patterned on media reports)
753,2/19/2025,Katsina,Daura,Kidnapping,69,3,Armed Bandits,North West,Simulated (patterned on media reports)
282,2/1/2020,Adamawa,Mubi North,School Abduction,79,10,Boko Haram,North East,Simulated (patterned on media reports)
688,1/25/2021,Kebbi,Yauri,School Abduction,25,13,Boko Haram,North West,Simulated (patterned on media reports)
706,9/21/2021,Borno,Monguno,Bandit Attack,65,21,Boko Haram,North East,Simulated (patterned on media reports)
297,6/14/2024,Kano,Gwale,School Abduction,101,3,Unknown Gunmen,North West,Simulated (patterned on media reports)
173,8/11/2024,Nasarawa,Nasarawa Eggon,Kidnapping,46,12,Unknown Gunmen,North Central,Simulated (patterned on media reports)
864,2/25/2020,Imo,Mbaitoli,Kidnapping,45,2,Criminal Syndicate,South East,Simulated (patterned on media reports)
468,6/21/2025,Katsina,Dutsin-Ma,Bandit Attack,6,28,Unknown Gunmen,North West,Simulated (patterned on media reports)
813,10/21/2024,Kano,Fagge,Bandit Attack,37,26,Unknown Gunmen,North West,Simulated (patterned on media reports)
809,4/11/2021,Katsina,Kankara,Bandit Attack,24,33,ISWAP,North West,Simulated (patterned on media reports)
91,3/16/2023,Kogi,Okene,School Abduction,126,18,ISWAP,North Central,Simulated (patterned on media reports)
842,4/15/2021,Kebbi,Jega,Kidnapping,97,21,Unknown Gunmen,North West,Simulated (patterned on media reports)
182,5/21/2025,Benue,Oju,School Abduction,79,10,Boko Haram,North Central,Simulated (patterned on media reports)
862,6/5/2020,Kaduna,Chikun,Kidnapping,45,24,Unknown Gunmen,North West,Simulated (patterned on media reports)
803,12/1/2025,Anambra,Awka South,Kidnapping,44,1,Unknown Gunmen,South East,Simulated (patterned on media reports)
70,11/6/2025,Kwara,Patigi,Bandit Attack,7,37,Boko Haram,North Central,Simulated (patterned on media reports)
132,5/14/2023,Sokoto,Wurno,School Abduction,100,3,Armed Bandits,North West,Simulated (patterned on media reports)
599,1/26/2024,Zamfara,Anka,School Abduction,94,15,Armed Bandits,North West,Simulated (patterned on media reports)
478,4/5/2022,Anambra,Onitsha North,Kidnapping,36,3,Criminal Syndicate,South East,Simulated (patterned on media reports)
136,4/23/2022,Plateau,Bokkos,Terror Attack,73,20,ISWAP,North Central,Simulated (patterned on media reports)
165,7/24/2020,Plateau,Langtang North,Kidnapping,93,2,Unknown Gunmen,North Central,Simulated (patterned on media reports)
29,9/2/2021,Zamfara,Shinkafi,Terror Attack,70,25,ISWAP,North West,Simulated (patterned on media reports)
498,1/13/2024,Nasarawa,Keffi,Kidnapping,56,5,ISWAP,North Central,Simulated (patterned on media reports)
194,3/11/2020,Kaduna,Zaria,Terror Attack,11,0,Unknown Gunmen,North West,Simulated (patterned on media reports)
312,9/22/2023,Zamfara,Talata Mafara,Bandit Attack,63,21,Armed Bandits,North West,Simulated (patterned on media reports)
724,11/3/2023,Zamfara,Shinkafi,Kidnapping,63,11,ISWAP,North West,Simulated (patterned on media reports)
641,8/29/2024,Yobe,Machina,Terror Attack,37,14,Armed Bandits,North East,Simulated (patterned on media reports)
538,12/2/2025,Kebbi,Zuru,Kidnapping,63,23,Armed Bandits,North West,Simulated (patterned on media reports)
141,9/22/2024,Benue,Makurdi,Kidnapping,14,9,Unknown Gunmen,North Central,Simulated (patterned on media reports)
174,4/10/2020,Katsina,Kankara,Terror Attack,16,19,Armed Bandits,North West,Simulated (patterned on media reports)
7,7/14/2021,Kano,Fagge,Kidnapping,74,4,ISWAP,North West,Simulated (patterned on media reports)
582,11/19/2020,Yobe,Geidam,Bandit Attack,16,36,Armed Bandits,North East,Simulated (patterned on media reports)
378,8/6/2023,Enugu,Udi,Kidnapping,15,0,Unknown Gunmen,South East,Simulated (patterned on media reports)
74,8/20/2023,Niger,Kontagora,Terror Attack,57,28,Unknown Gunmen,North Central,Simulated (patterned on media reports)
619,9/10/2025,Katsina,Daura,Terror Attack,63,21,Armed Bandits,North West,Simulated (patterned on media reports)
332,8/5/2022,Borno,Maiduguri,Kidnapping,86,25,Boko Haram,North East,Simulated (patterned on media reports)
887,1/4/2023,Kwara,Offa,Bandit Attack,56,8,ISWAP,North Central,Simulated (patterned on media reports)
146,12/1/2024,Zamfara,Anka,School Abduction,26,10,ISWAP,North West,Simulated (patterned on media reports)
235,6/4/2025,Zamfara,Bungudu,Bandit Attack,27,37,ISWAP,North West,Simulated (patterned on media reports)
221,5/8/2024,Borno,Gwoza,School Abduction,119,2,Armed Bandits,North East,Simulated (patterned on media reports)
585,5/10/2024,Adamawa,Michika,Kidnapping,38,18,Unknown Gunmen,North East,Simulated (patterned on media reports)
804,10/8/2021,Niger,Minna,School Abduction,120,5,Boko Haram,North Central,Simulated (patterned on media reports)
133,5/19/2023,Borno,Gwoza,Kidnapping,27,22,Armed Bandits,North East,Simulated (patterned on media reports)
743,3/6/2025,Kebbi,Zuru,Bandit Attack,22,3,Boko Haram,North West,Simulated (patterned on media reports)
328,1/27/2024,Zamfara,Gusau,Terror Attack,21,3,Armed Bandits,North West,Simulated (patterned on media reports)
186,2/26/2020,Yobe,Machina,Kidnapping,85,7,Boko Haram,North East,Simulated (patterned on media reports)
42,10/13/2020,Kwara,Patigi,School Abduction,101,11,ISWAP,North Central,Simulated (patterned on media reports)
552,4/29/2021,Zamfara,Anka,School Abduction,121,18,Boko Haram,North West,Simulated (patterned on media reports)
109,3/1/2020,Kogi,Okene,Kidnapping,63,16,ISWAP,North Central,Simulated (patterned on media reports)
426,6/25/2021,Kano,Fagge,Kidnapping,19,8,Unknown Gunmen,North West,Simulated (patterned on media reports)
57,7/4/2024,Katsina,Funtua,School Abduction,137,23,Unknown Gunmen,North West,Simulated (patterned on media reports)
603,9/12/2022,Kogi,Anyigba,Kidnapping,59,15,Unknown Gunmen,North Central,Simulated (patterned on media reports)
351,5/29/2021,Katsina,Funtua,Bandit Attack,31,24,ISWAP,North West,Simulated (patterned on media reports)
502,10/21/2024,Sokoto,Illela,Bandit Attack,65,35,ISWAP,North West,Simulated (patterned on media reports)
25,8/24/2022,Niger,Minna,Bandit Attack,46,16,ISWAP,North Central,Simulated (patterned on media reports)
666,12/7/2020,Kebbi,Birnin Kebbi,Terror Attack,34,17,Boko Haram,North West,Simulated (patterned on media reports)
434,12/1/2023,FCT,Bwari,School Abduction,115,4,Armed Bandits,North Central,Simulated (patterned on media reports)
440,3/3/2024,Nasarawa,Nasarawa Eggon,Kidnapping,18,1,Armed Bandits,North Central,Simulated (patterned on media reports)
52,11/8/2022,Plateau,Mangu,Kidnapping,136,24,Boko Haram,North Central,Simulated (patterned on media reports)
412,2/10/2024,Adamawa,Ganye,Terror Attack,34,15,ISWAP,North East,Simulated (patterned on media reports)
824,9/13/2022,Niger,Rafi,School Abduction,119,3,Boko Haram,North Central,Simulated (patterned on media reports)
721,2/24/2024,Kebbi,Zuru,Kidnapping,137,17,Unknown Gunmen,North West,Simulated (patterned on media reports)
265,8/17/2024,Kano,Nassarawa,Bandit Attack,80,21,Unknown Gunmen,North West,Simulated (patterned on media reports)
693,4/14/2023,Kogi,Idah,Bandit Attack,10,40,Boko Haram,North Central,Simulated (patterned on media reports)
618,12/22/2025,FCT,Abuja Municipal,School Abduction,12,25,Boko Haram,North Central,Simulated (patterned on media reports)
704,10/18/2021,Kebbi,Jega,School Abduction,113,25,Boko Haram,North West,Simulated (patterned on media reports)
356,11/10/2022,Kano,Tarauni,Bandit Attack,28,18,Boko Haram,North West,Simulated (patterned on media reports)
19,8/12/2023,Zamfara,Bungudu,Bandit Attack,69,15,Unknown Gunmen,North West,Simulated (patterned on media reports)
845,6/18/2020,Yobe,Geidam,Kidnapping,65,11,Unknown Gunmen,North East,Simulated (patterned on media reports)
343,2/14/2023,Sokoto,Wurno,Kidnapping,132,14,Boko Haram,North West,Simulated (patterned on media reports)
84,10/18/2020,Kaduna,Kauru,Bandit Attack,61,24,ISWAP,North West,Simulated (patterned on media reports)
62,6/19/2022,Enugu,Oji River,Kidnapping,14,1,Criminal Syndicate,South East,Simulated (patterned on media reports)
273,11/5/2025,Niger,Suleja,Bandit Attack,61,37,Boko Haram,North Central,Simulated (patterned on media reports)
286,12/12/2022,Enugu,Udi,Kidnapping,16,4,Unknown Gunmen,South East,Simulated (patterned on media reports)
363,3/8/2025,Borno,Gwoza,School Abduction,91,6,Unknown Gunmen,North East,Simulated (patterned on media reports)
890,9/16/2020,Kogi,Lokoja,Kidnapping,84,11,Boko Haram,North Central,Simulated (patterned on media reports)
13,6/7/2022,Kaduna,Birnin Gwari,Terror Attack,13,2,Unknown Gunmen,North West,Simulated (patterned on media reports)
183,5/7/2024,Kano,Nassarawa,Bandit Attack,69,18,Boko Haram,North West,Simulated (patterned on media reports)
389,9/1/2022,Sokoto,Wurno,School Abduction,100,12,Armed Bandits,North West,Simulated (patterned on media reports)
722,7/5/2020,Kano,Dawakin Tofa,Kidnapping,141,11,Armed Bandits,North West,Simulated (patterned on media reports)
224,11/22/2022,Kano,Tarauni,Terror Attack,57,33,Boko Haram,North West,Simulated (patterned on media reports)
559,10/13/2023,Kwara,Ilorin West,Bandit Attack,20,32,ISWAP,North Central,Simulated (patterned on media reports)
634,6/23/2024,Katsina,Daura,Kidnapping,95,14,Armed Bandits,North West,Simulated (patterned on media reports)
645,5/24/2023,Benue,Gboko,Bandit Attack,39,0,ISWAP,North Central,Simulated (patterned on media reports)
531,2/18/2023,Sokoto,Illela,Kidnapping,52,10,ISWAP,North West,Simulated (patterned on media reports)
528,9/6/2023,Nasarawa,Karu,Kidnapping,150,10,Unknown Gunmen,North Central,Simulated (patterned on media reports)
637,5/8/2022,Kwara,Omu-Aran,School Abduction,44,11,Armed Bandits,North Central,Simulated (patterned on media reports)
177,10/28/2023,Nasarawa,Lafia,Terror Attack,3,17,Armed Bandits,North Central,Simulated (patterned on media reports)
605,8/9/2023,Kogi,Anyigba,Terror Attack,73,31,Boko Haram,North Central,Simulated (patterned on media reports)
447,8/31/2020,Kaduna,Birnin Gwari,Terror Attack,65,34,Armed Bandits,North West,Simulated (patterned on media reports)
421,6/5/2023,Zamfara,Talata Mafara,Terror Attack,6,25,ISWAP,North West,Simulated (patterned on media reports)
164,11/28/2021,Plateau,Jos South,Terror Attack,4,24,Boko Haram,North Central,Simulated (patterned on media reports)
249,11/21/2022,Anambra,Nnewi North,Kidnapping,19,2,Unknown Gunmen,South East,Simulated (patterned on media reports)
741,8/16/2024,Kano,Nassarawa,Terror Attack,42,5,Boko Haram,North West,Simulated (patterned on media reports)
794,11/25/2024,Zamfara,Talata Mafara,School Abduction,48,15,ISWAP,North West,Simulated (patterned on media reports)
75,3/8/2022,Niger,Suleja,Kidnapping,102,12,Boko Haram,North Central,Simulated (patterned on media reports)
114,7/16/2025,Nasarawa,Lafia,Bandit Attack,30,18,Armed Bandits,North Central,Simulated (patterned on media reports)
515,10/1/2021,Borno,Bama,Bandit Attack,40,18,ISWAP,North East,Simulated (patterned on media reports)
496,12/11/2025,Zamfara,Gusau,School Abduction,66,22,Unknown Gunmen,North West,Simulated (patterned on media reports)
105,10/9/2020,Adamawa,Ganye,School Abduction,57,14,ISWAP,North East,Simulated (patterned on media reports)
115,4/1/2020,Kaduna,Zaria,Bandit Attack,29,40,Armed Bandits,North West,Simulated (patterned on media reports)
451,12/14/2021,Benue,Gboko,School Abduction,58,24,Unknown Gunmen,North Central,Simulated (patterned on media reports)
93,2/21/2024,Kano,Dawakin Tofa,Bandit Attack,11,17,ISWAP,North West,Simulated (patterned on media reports)
798,12/17/2025,Enugu,Nsukka,Kidnapping,31,1,Criminal Syndicate,South East,Simulated (patterned on media reports)
90,9/9/2020,Yobe,Potiskum,Bandit Attack,68,2,Armed Bandits,North East,Simulated (patterned on media reports)
337,11/28/2024,Niger,Minna,Bandit Attack,24,31,Boko Haram,North Central,Simulated (patterned on media reports)
889,10/14/2023,Kaduna,Kauru,School Abduction,148,10,Boko Haram,North West,Simulated (patterned on media reports)
825,7/12/2024,Yobe,Machina,School Abduction,144,25,Unknown Gunmen,North East,Simulated (patterned on media reports)
836,8/5/2025,Katsina,Dutsin-Ma,Terror Attack,16,35,Boko Haram,North West,Simulated (patterned on media reports)
548,11/8/2024,Adamawa,Numan,Terror Attack,64,18,Unknown Gunmen,North East,Simulated (patterned on media reports)
553,4/6/2025,Kebbi,Jega,School Abduction,62,24,ISWAP,North West,Simulated (patterned on media reports)
95,1/6/2023,Kaduna,Chikun,Terror Attack,26,16,Boko Haram,North West,Simulated (patterned on media reports)
12,2/12/2024,Yobe,Geidam,Bandit Attack,57,19,Armed Bandits,North East,Simulated (patterned on media reports)
899,7/13/2020,Zamfara,Shinkafi,Terror Attack,60,29,ISWAP,North West,Simulated (patterned on media reports)
44,10/20/2024,Kano,Nassarawa,School Abduction,80,5,Armed Bandits,North West,Simulated (patterned on media reports)
43,7/28/2021,Zamfara,Bungudu,School Abduction,102,24,Unknown Gunmen,North West,Simulated (patterned on media reports)
330,5/6/2025,Nasarawa,Akwanga,Kidnapping,127,3,Unknown Gunmen,North Central,Simulated (patterned on media reports)
168,7/17/2022,Kaduna,Birnin Gwari,Kidnapping,140,13,Unknown Gunmen,North West,Simulated (patterned on media reports)
786,9/2/2020,Adamawa,Ganye,Bandit Attack,10,15,Unknown Gunmen,North East,Simulated (patterned on media reports)
542,5/14/2023,Katsina,Kankara,Kidnapping,22,17,ISWAP,North West,Simulated (patterned on media reports)
723,7/14/2020,Katsina,Kankara,Terror Attack,52,14,Unknown Gunmen,North West,Simulated (patterned on media reports)
849,12/10/2024,Yobe,Potiskum,Bandit Attack,60,8,ISWAP,North East,Simulated (patterned on media reports)
179,8/17/2022,Plateau,Mangu,Kidnapping,101,11,Unknown Gunmen,North Central,Simulated (patterned on media reports)
588,5/30/2020,Kaduna,Igabi,School Abduction,105,3,ISWAP,North West,Simulated (patterned on media reports)
791,6/19/2021,Enugu,Udi,Kidnapping,8,3,Criminal Syndicate,South East,Simulated (patterned on media reports)
598,3/8/2021,Benue,Oju,Bandit Attack,30,38,ISWAP,North Central,Simulated (patterned on media reports)
178,2/10/2023,Kano,Dawakin Tofa,School Abduction,31,0,ISWAP,North West,Simulated (patterned on media reports)
696,12/23/2025,Benue,Gboko,Kidnapping,137,5,Armed Bandits,North Central,Simulated (patterned on media reports)
716,7/5/2024,Borno,Bama,Terror Attack,67,9,Unknown Gunmen,North East,Simulated (patterned on media reports)
718,12/5/2021,Kogi,Lokoja,Bandit Attack,18,7,Boko Haram,North Central,Simulated (patterned on media reports)
384,2/9/2021,Kano,Tarauni,School Abduction,130,5,Boko Haram,North West,Simulated (patterned on media reports)
258,3/8/2022,Kwara,Offa,Terror Attack,54,22,Armed Bandits,North Central,Simulated (patterned on media reports)
443,7/24/2020,Katsina,Dutsin-Ma,Bandit Attack,6,40,ISWAP,North West,Simulated (patterned on media reports)
336,7/29/2024,Yobe,Potiskum,Bandit Attack,48,11,Armed Bandits,North East,Simulated (patterned on media reports)
717,9/18/2025,Enugu,Enugu East,Kidnapping,9,0,Criminal Syndicate,South East,Simulated (patterned on media reports)
16,10/30/2020,Zamfara,Shinkafi,Bandit Attack,6,18,Unknown Gunmen,North West,Simulated (patterned on media reports)
4,7/28/2023,FCT,Abaji,Terror Attack,40,24,Armed Bandits,North Central,Simulated (patterned on media reports)
663,3/26/2025,Niger,Rafi,Kidnapping,108,8,ISWAP,North Central,Simulated (patterned on media reports)
257,6/20/2022,Benue,Katsina-Ala,Bandit Attack,23,3,Armed Bandits,North Central,Simulated (patterned on media reports)
457,11/29/2024,Borno,Dikwa,Bandit Attack,33,4,ISWAP,North East,Simulated (patterned on media reports)
479,9/24/2023,Borno,Maiduguri,Terror Attack,64,3,Armed Bandits,North East,Simulated (patterned on media reports)
774,11/3/2023,Kogi,Lokoja,School Abduction,46,20,Boko Haram,North Central,Simulated (patterned on media reports)
394,10/22/2025,Sokoto,Illela,School Abduction,119,21,Armed Bandits,North West,Simulated (patterned on media reports)
223,7/17/2025,Katsina,Daura,Terror Attack,33,3,Armed Bandits,North West,Simulated (patterned on media reports)
530,5/14/2025,Plateau,Mangu,Bandit Attack,8,5,ISWAP,North Central,Simulated (patterned on media reports)
458,3/31/2021,FCT,Abuja Municipal,School Abduction,89,22,Boko Haram,North Central,Simulated (patterned on media reports)
425,8/11/2020,Katsina,Dutsin-Ma,Kidnapping,143,6,Armed Bandits,North West,Simulated (patterned on media reports)
325,7/7/2021,Adamawa,Numan,School Abduction,107,10,ISWAP,North East,Simulated (patterned on media reports)
535,5/21/2021,Plateau,Mangu,Terror Attack,62,27,Boko Haram,North Central,Simulated (patterned on media reports)
10,11/26/2020,Nasarawa,Nasarawa Eggon,Bandit Attack,39,6,Boko Haram,North Central,Simulated (patterned on media reports)
250,3/12/2023,FCT,Gwagwalada,Kidnapping,91,16,Armed Bandits,North Central,Simulated (patterned on media reports)
23,5/1/2021,Yobe,Geidam,Kidnapping,146,2,Boko Haram,North East,Simulated (patterned on media reports)
357,10/27/2021,Sokoto,Gwadabawa,School Abduction,84,25,Boko Haram,North West,Simulated (patterned on media reports)
222,8/2/2024,Kaduna,Zaria,Bandit Attack,11,40,ISWAP,North West,Simulated (patterned on media reports)
606,1/17/2022,Imo,Mbaitoli,Kidnapping,16,4,Criminal Syndicate,South East,Simulated (patterned on media reports)
773,10/12/2023,Plateau,Jos South,School Abduction,138,18,Unknown Gunmen,North Central,Simulated (patterned on media reports)
884,7/21/2022,Kano,Nassarawa,School Abduction,87,18,Unknown Gunmen,North West,Simulated (patterned on media reports)
533,6/28/2025,Adamawa,Numan,Terror Attack,75,29,ISWAP,North East,Simulated (patterned on media reports)
341,8/12/2021,Katsina,Malumfashi,School Abduction,68,7,Unknown Gunmen,North West,Simulated (patterned on media reports)
750,6/29/2020,Yobe,Potiskum,Terror Attack,68,18,ISWAP,North East,Simulated (patterned on media reports)
524,3/25/2022,Plateau,Bokkos,Bandit Attack,53,35,Armed Bandits,North Central,Simulated (patterned on media reports)
204,8/15/2023,Sokoto,Rabah,School Abduction,78,1,Boko Haram,North West,Simulated (patterned on media reports)
238,11/25/2023,Katsina,Kankara,Terror Attack,46,21,ISWAP,North West,Simulated (patterned on media reports)
94,10/9/2022,Kogi,Ankpa,School Abduction,141,3,Boko Haram,North Central,Simulated (patterned on media reports)
539,12/23/2023,Yobe,Machina,Kidnapping,143,15,Armed Bandits,North East,Simulated (patterned on media reports)
446,12/8/2024,Plateau,Jos North,Kidnapping,11,7,Unknown Gunmen,North Central,Simulated (patterned on media reports)
683,2/12/2022,Zamfara,Gusau,Kidnapping,123,24,ISWAP,North West,Simulated (patterned on media reports)
285,1/25/2022,Enugu,Igbo-Etiti,Kidnapping,9,0,Criminal Syndicate,South East,Simulated (patterned on media reports)
185,1/17/2022,Kogi,Lokoja,Kidnapping,107,10,Boko Haram,North Central,Simulated (patterned on media reports)
800,4/23/2025,FCT,Abaji,Terror Attack,46,10,Boko Haram,North Central,Simulated (patterned on media reports)
435,11/24/2021,Borno,Monguno,Terror Attack,54,37,Boko Haram,North East,Simulated (patterned on media reports)
736,3/24/2025,Zamfara,Shinkafi,Terror Attack,4,24,Unknown Gunmen,North West,Simulated (patterned on media reports)
154,6/2/2022,Katsina,Funtua,Bandit Attack,52,40,Unknown Gunmen,North West,Simulated (patterned on media reports)
76,10/10/2023,Borno,Gwoza,School Abduction,19,12,Unknown Gunmen,North East,Simulated (patterned on media reports)
880,3/19/2021,Kaduna,Zaria,Bandit Attack,64,32,ISWAP,North West,Simulated (patterned on media reports)
555,10/2/2025,Imo,Mbaitoli,Kidnapping,16,1,Unknown Gunmen,South East,Simulated (patterned on media reports)
278,4/2/2021,Kano,Fagge,Terror Attack,47,27,ISWAP,North West,Simulated (patterned on media reports)
69,9/6/2024,Kwara,Ilorin South,Kidnapping,24,22,ISWAP,North Central,Simulated (patterned on media reports)
569,12/28/2023,Plateau,Jos North,Terror Attack,80,36,Armed Bandits,North Central,Simulated (patterned on media reports)
189,12/22/2025,Benue,Katsina-Ala,Bandit Attack,54,39,Boko Haram,North Central,Simulated (patterned on media reports)
272,9/23/2024,Sokoto,Gwadabawa,School Abduction,57,0,ISWAP,North West,Simulated (patterned on media reports)
668,3/26/2024,Katsina,Daura,School Abduction,125,24,ISWAP,North West,Simulated (patterned on media reports)
560,12/21/2025,Adamawa,Michika,Bandit Attack,9,14,ISWAP,North East,Simulated (patterned on media reports)
237,7/17/2023,Plateau,Langtang North,School Abduction,29,23,Unknown Gunmen,North Central,Simulated (patterned on media reports)
89,9/9/2022,Kano,Gwale,Kidnapping,9,18,Boko Haram,North West,Simulated (patterned on media reports)
793,7/10/2022,Sokoto,Illela,School Abduction,125,1,Unknown Gunmen,North West,Simulated (patterned on media reports)
118,12/28/2023,Nasarawa,Akwanga,Kidnapping,92,9,Boko Haram,North Central,Simulated (patterned on media reports)
126,2/22/2023,Kano,Dawakin Tofa,Kidnapping,8,20,Boko Haram,North West,Simulated (patterned on media reports)
738,9/23/2024,Kano,Nassarawa,Bandit Attack,42,26,Boko Haram,North West,Simulated (patterned on media reports)
290,10/19/2022,Nasarawa,Akwanga,Kidnapping,99,18,Unknown Gunmen,North Central,Simulated (patterned on media reports)
239,8/2/2023,Zamfara,Bungudu,Terror Attack,58,26,Armed Bandits,North West,Simulated (patterned on media reports)
1,6/14/2023,Kaduna,Kauru,Terror Attack,62,19,Boko Haram,North West,Simulated (patterned on media reports)
891,6/8/2020,Kogi,Anyigba,Kidnapping,34,22,Boko Haram,North Central,Simulated (patterned on media reports)
602,7/8/2025,Kano,Nassarawa,Terror Attack,48,22,Armed Bandits,North West,Simulated (patterned on media reports)
856,12/27/2024,Nasarawa,Nasarawa Eggon,Terror Attack,34,25,Armed Bandits,North Central,Simulated (patterned on media reports)
396,6/20/2021,Borno,Dikwa,Kidnapping,12,16,Unknown Gunmen,North East,Simulated (patterned on media reports)
536,7/9/2025,Yobe,Nguru,Terror Attack,71,36,ISWAP,North East,Simulated (patterned on media reports)
127,12/4/2020,Imo,Owerri Municipal,Kidnapping,20,2,Unknown Gunmen,South East,Simulated (patterned on media reports)
279,8/26/2024,Adamawa,Mubi North,Terror Attack,74,33,Boko Haram,North East,Simulated (patterned on media reports)
697,12/5/2021,Zamfara,Shinkafi,Bandit Attack,58,39,Unknown Gunmen,North West,Simulated (patterned on media reports)
117,12/13/2021,Benue,Makurdi,Kidnapping,128,6,Boko Haram,North Central,Simulated (patterned on media reports)
229,8/28/2023,Zamfara,Talata Mafara,Terror Attack,18,4,ISWAP,North West,Simulated (patterned on media reports)
814,11/15/2025,Nasarawa,Akwanga,Terror Attack,28,7,ISWAP,North Central,Simulated (patterned on media reports)
661,5/18/2022,Kwara,Ilorin South,Terror Attack,16,16,ISWAP,North Central,Simulated (patterned on media reports)
58,4/11/2022,Sokoto,Illela,Terror Attack,38,14,ISWAP,North West,Simulated (patterned on media reports)
785,8/17/2020,Zamfara,Bungudu,Bandit Attack,36,34,ISWAP,North West,Simulated (patterned on media reports)
275,8/16/2023,Adamawa,Mubi North,Kidnapping,101,20,Armed Bandits,North East,Simulated (patterned on media reports)
319,12/29/2025,Kebbi,Zuru,School Abduction,55,15,ISWAP,North West,Simulated (patterned on media reports)
631,2/24/2024,Kebbi,Argungu,Terror Attack,44,4,Boko Haram,North West,Simulated (patterned on media reports)
145,9/29/2023,Enugu,Oji River,Kidnapping,29,4,Criminal Syndicate,South East,Simulated (patterned on media reports)
714,3/15/2021,Borno,Bama,Kidnapping,137,14,Unknown Gunmen,North East,Simulated (patterned on media reports)
596,12/29/2020,Anambra,Awka South,Kidnapping,8,4,Criminal Syndicate,South East,Simulated (patterned on media reports)
817,9/20/2020,Abia,Arochukwu,Kidnapping,33,1,Criminal Syndicate,South East,Simulated (patterned on media reports)
782,2/21/2020,Borno,Bama,Terror Attack,54,12,Armed Bandits,North East,Simulated (patterned on media reports)
370,3/26/2025,Adamawa,Mubi North,School Abduction,20,8,Armed Bandits,North East,Simulated (patterned on media reports)
269,5/13/2020,Sokoto,Wurno,Bandit Attack,30,29,Unknown Gunmen,North West,Simulated (patterned on media reports)
629,7/6/2021,Sokoto,Wurno,Bandit Attack,13,15,Boko Haram,North West,Simulated (patterned on media reports)
308,4/15/2022,Adamawa,Ganye,Kidnapping,123,9,ISWAP,North East,Simulated (patterned on media reports)
424,7/9/2023,Adamawa,Michika,School Abduction,40,8,Boko Haram,North East,Simulated (patterned on media reports)
311,6/24/2021,Kaduna,Kauru,Kidnapping,114,0,Unknown Gunmen,North West,Simulated (patterned on media reports)
355,12/29/2021,Borno,Dikwa,Bandit Attack,27,0,ISWAP,North East,Simulated (patterned on media reports)
47,3/3/2025,FCT,Abuja Municipal,Bandit Attack,36,19,Boko Haram,North Central,Simulated (patterned on media reports)
350,6/29/2022,Kaduna,Zaria,Bandit Attack,24,32,Unknown Gunmen,North West,Simulated (patterned on media reports)
372,12/25/2025,Benue,Makurdi,Terror Attack,15,7,Unknown Gunmen,North Central,Simulated (patterned on media reports)
480,2/16/2023,Borno,Maiduguri,Bandit Attack,47,32,Unknown Gunmen,North East,Simulated (patterned on media reports)
581,3/9/2020,Kaduna,Chikun,School Abduction,25,10,Boko Haram,North West,Simulated (patterned on media reports)
262,9/10/2020,Kaduna,Birnin Gwari,Kidnapping,63,7,ISWAP,North West,Simulated (patterned on media reports)
196,3/13/2023,Nasarawa,Nasarawa Eggon,Terror Attack,78,22,Boko Haram,North Central,Simulated (patterned on media reports)
